-0.100, -1.506e-7, -2.164e-8, -1.260e-7, -3.085e-8, -1.322e-7, -2.769e-8, -1.322e-7, -2.778e-8
-0.099, -1.168e-7, -2.778e-8, -9.841e-8, -3.085e-8, -1.045e-7, -2.769e-8, -1.107e-7, -2.778e-8
-0.098, -9.841e-8, -2.778e-8, -8.305e-8, -3.085e-8, -9.226e-8, -3.076e-8, -9.841e-8, -2.778e-8
-0.097, -8.920e-8, -2.778e-8, -7.691e-8, -3.393e-8, -8.305e-8, -2.769e-8, -8.919e-8, -2.778e-8
-0.096, -8.305e-8, -3.393e-8, -7.077e-8, -3.085e-8, -7.691e-8, -3.076e-8, -8.305e-8, -3.085e-8
-0.095, -7.384e-8, -3.086e-8, -6.463e-8, -3.393e-8, -7.077e-8, -3.076e-8, -7.998e-8, -3.085e-8
-0.094, -7.077e-8, -3.393e-8, -6.156e-8, -3.393e-8, -6.770e-8, -3.076e-8, -7.691e-8, -3.085e-8
-0.093, -6.463e-8, -3.393e-8, -5.849e-8, -3.393e-8, -6.156e-8, -3.076e-8, -7.384e-8, -3.085e-8
-0.092, -6.156e-8, -3.393e-8, -5.542e-8, -3.393e-8, -5.542e-8, -3.076e-8, -6.770e-8, -3.085e-8
-0.091, -5.849e-8, -3.393e-8, -5.235e-8, -3.393e-8, -5.235e-8, -3.076e-8, -6.463e-8, -3.392e-8
-0.090, -5.542e-8, -3.393e-8, -4.928e-8, -3.393e-8, -5.235e-8, -3.076e-8, -5.849e-8, -3.085e-8
-0.089, -4.928e-8, -3.393e-8, -4.621e-8, -3.393e-8, -4.928e-8, -3.076e-8, -5.542e-8, -3.392e-8
-0.088, -4.621e-8, -3.700e-8, -4.314e-8, -3.393e-8, -4.314e-8, -3.076e-8, -5.235e-8, -3.392e-8
-0.087, -4.314e-8, -3.700e-8, -4.007e-8, -3.393e-8, -4.007e-8, -3.076e-8, -4.928e-8, -3.392e-8
-0.086, -4.314e-8, -3.700e-8, -3.700e-8, -3.393e-8, -3.700e-8, -3.076e-8, -4.621e-8, -3.392e-8
-0.085, -4.007e-8, -3.700e-8, -3.393e-8, -3.700e-8, -3.700e-8, -3.076e-8, -4.621e-8, -3.392e-8
-0.084, -3.700e-8, -3.393e-8, -3.086e-8, -3.700e-8, -3.393e-8, -3.076e-8, -4.314e-8, -3.700e-8
-0.083, -3.393e-8, -3.393e-8, -2.779e-8, -3.700e-8, -3.085e-8, -3.076e-8, -4.007e-8, -3.700e-8
-0.082, -3.393e-8, -3.700e-8, -2.779e-8, -3.700e-8, -2.778e-8, -3.076e-8, -3.700e-8, -3.392e-8
-0.081, -3.086e-8, -3.700e-8, -2.779e-8, -3.700e-8, -2.471e-8, -3.383e-8, -3.393e-8, -3.392e-8
-0.080, -2.779e-8, -3.700e-8, -2.471e-8, -3.700e-8, -2.471e-8, -3.383e-8, -3.086e-8, -3.392e-8
-0.079, -2.472e-8, -3.700e-8, -2.164e-8, -3.700e-8, -2.164e-8, -3.383e-8, -3.086e-8, -3.392e-8
-0.078, -2.164e-8, -4.007e-8, -2.164e-8, -3.700e-8, -1.857e-8, -3.383e-8, -2.778e-8, -3.392e-8
-0.077, -2.164e-8, -4.007e-8, -1.857e-8, -3.700e-8, -1.857e-8, -3.383e-8, -2.471e-8, -3.700e-8
-0.076, -1.857e-8, -4.007e-8, -1.550e-8, -3.700e-8, -1.550e-8, -3.076e-8, -2.471e-8, -3.392e-8
